distancia_km,vehiculo_tipo,hora_dia
26.536221143800404,bicicleta,15
81.90499781992037,camion,19
53.43540725724464,furgoneta,0
10.217174012784023,bicicleta,4
90.14138765916971,auto,22
34.56394931382137,auto,18
72.8696122081537,auto,19
88.82155600224661,bicicleta,0
64.5611329692745,auto,16
17.001242695366763,furgoneta,7
61.036476906299406,auto,15
11.045682743737178,auto,17
16.919997090332366,furgoneta,1
69.49762457157664,bicicleta,8
18.416600015057192,bicicleta,0
49.89547780316003,bicicleta,19
37.28040967370313,bicicleta,6
72.3730525009608,bicicleta,0
54.71148282493503,auto,18
63.99692920040364,furgoneta,13
59.39721390849384,furgoneta,12
49.18747314298606,bicicleta,1
35.657762361772896,camion,14
49.75925168806753,camion,15
28.796463881644723,auto,16
5.316773403688941,bicicleta,13
91.5715746318244,auto,8
95.35411285537137,camion,16
55.7237317167135,auto,2
98.05282678788852,bicicleta,20
19.900192083884257,camion,2
17.779781921923156,camion,9
93.67932264191731,furgoneta,2
57.43605583884713,bicicleta,17
61.885715443217805,furgoneta,22
14.86831750841588,auto,9
87.85993412086759,camion,7
70.00455835853153,auto,21
36.58962397075576,camion,9
81.12675439237285,auto,17
86.84015953943026,camion,6
50.65011317403276,camion,19
65.34642914699874,bicicleta,13
79.783474274174,bicicleta,18
34.461520528302046,bicicleta,1
10.30421204424603,auto,21
33.48711407999846,furgoneta,21
59.492492796332066,furgoneta,16
4.6974706861722275,furgoneta,14
36.65887349971503,bicicleta,4
52.702082745425635,camion,11
96.55993120868621,auto,3
84.36028442618615,bicicleta,19
41.72403660061118,auto,22
14.696956149362334,bicicleta,12
96.98414984430174,furgoneta,18
79.72343328210167,auto,18
44.458170649857976,auto,4
19.249033758805634,furgoneta,22
43.40313301907067,bicicleta,20
6.761165955335917,furgoneta,0
44.79287074337934,bicicleta,21
71.74499634730617,bicicleta,12
28.71345579764834,bicicleta,6
66.05402152151652,camion,21
73.27389233962003,auto,11
57.03768383891355,auto,4
12.896300132758576,camion,13
10.088107515530746,auto,16
31.829917629738127,furgoneta,19
18.357696719044515,bicicleta,15
80.88438472802717,bicicleta,0
47.00270748102153,camion,22
5.757833495506339,furgoneta,4
88.7813583425067,bicicleta,9
62.960131655709404,furgoneta,0
54.398367391606186,camion,3
61.96926527460147,bicicleta,22
94.48090811539157,bicicleta,19
57.971943609712014,furgoneta,2
64.68553362579297,camion,18
82.24330809865158,bicicleta,2
82.22225753335555,bicicleta,9
21.461751627797792,camion,12
22.244322851129038,furgoneta,1
4.857350098713129,furgoneta,2
34.318867273983926,furgoneta,7
39.15426547559094,furgoneta,1
26.80875829535441,auto,3
69.596145510502,furgoneta,12
93.72816703371502,bicicleta,3
42.376657139842294,camion,3
18.56651483419256,camion,23
80.87663918745913,camion,2
41.84915001423122,furgoneta,16
77.8648831134577,bicicleta,22
93.1449752347529,camion,11
43.47040871012682,camion,22
75.69974453438356,camion,16
53.898419879525775,bicicleta,15
39.57219053570114,camion,18
39.53096619468215,bicicleta,8
84.86717126546338,camion,6
95.72328762751918,auto,19
57.770350924205324,auto,15
45.39610667585366,auto,11
33.53778999162168,auto,20
75.48507841433032,auto,15
79.17219613666083,camion,20
49.94761016555557,auto,13
55.40335935004982,camion,2
88.88271409307168,auto,10
12.58963462633298,bicicleta,8
76.38955254002975,bicicleta,16
11.011144936156235,auto,13
70.39594401445288,furgoneta,8
82.36414586974527,furgoneta,1
9.053529283548077,camion,5
98.67731827161637,bicicleta,12
37.6935725596222,bicicleta,16
94.777609161002,camion,12
75.58444034063523,furgoneta,18
77.93754467681624,furgoneta,6
42.99797891545065,furgoneta,18
12.008550748308982,auto,12
2.1240108319744877,bicicleta,19
12.76297371053912,camion,8
74.6769540373865,auto,12
24.513140657954523,camion,16
9.206240847642068,camion,5
44.19724732904904,furgoneta,11
97.81216620667281,camion,14
89.22316825610903,furgoneta,20
99.30351481581073,camion,3
55.831574155730756,bicicleta,17
17.45532775901604,camion,13
30.154900737103556,camion,20
69.99558053051767,auto,15
73.9729698784589,auto,11
95.91153833337677,bicicleta,7
40.05765806220486,bicicleta,20
28.460737115132137,bicicleta,3
46.906142089058235,furgoneta,17
27.327854571459657,camion,8
26.735036422572005,auto,21
4.199279159855396,camion,0
41.709465366346436,camion,15
17.099076995144237,furgoneta,2
82.43118704939373,furgoneta,18
72.84623133044764,auto,1
9.192093583495307,furgoneta,17
55.607199381862934,camion,22
41.714256541951535,furgoneta,0
48.556638104769114,auto,16
38.297158023856134,furgoneta,21
83.08725784994493,camion,12
7.287671129410133,camion,2
14.251359761262686,camion,15
8.46054697489377,bicicleta,16
53.90028122791684,camion,5
91.40340947350664,auto,4
72.88596356311295,furgoneta,9
38.40720437830286,camion,13
21.299487522145967,camion,18
28.19844790556497,bicicleta,0
67.49836775617982,bicicleta,1
36.45810908525121,bicicleta,6
67.48574636368716,furgoneta,21
77.45952078182829,auto,17
85.36596853153547,furgoneta,11
56.53285918200324,furgoneta,16
14.267507616613432,auto,22
75.75858831168829,camion,13
70.70389704182314,auto,6
14.500776083090207,bicicleta,1
35.7081683218531,furgoneta,17
39.832160464873496,auto,18
90.5117107548811,bicicleta,5
45.64013429419434,auto,22
52.83662532548611,camion,4
79.85070579171385,furgoneta,23
84.36705008685226,camion,19
46.45443986758787,furgoneta,5
49.76919130529409,camion,10
58.3853435127021,auto,18
54.18907825469294,auto,22
58.891844488966214,auto,21
70.06908979599625,bicicleta,7
69.95364515648082,camion,2
87.55744288058729,auto,17
60.59160415855506,auto,18
82.35727304760047,furgoneta,9
18.524037943397936,camion,5
12.94295123895948,camion,11
21.427038122173457,furgoneta,16
50.83830981463083,camion,8
10.136768036645863,auto,21
9.094144162938319,furgoneta,10
92.16636765264951,camion,16
28.41088716657317,camion,7
75.07770934798218,camion,19
21.72558301033432,auto,23
48.96777553391111,furgoneta,22
53.59530964337987,furgoneta,12
7.1717948886129035,auto,23
14.178575930160347,auto,14
84.59962659072924,auto,14
4.016743120625822,furgoneta,5
53.729109379047294,auto,22
38.351132147357646,furgoneta,6
32.88583739273465,auto,21
33.42223786561355,bicicleta,16
34.949759563547765,camion,3
36.155326024651174,camion,12
48.47862807367077,bicicleta,14
73.94542506409637,auto,7
59.06700803141515,bicicleta,18
38.49848996917765,camion,5
90.06509231735622,bicicleta,1
25.1909623910008,auto,12
33.70449964681048,camion,0
1.7459019502733992,camion,5
37.17032514773171,bicicleta,3
85.23093426577847,furgoneta,23
89.77977703801609,auto,2
52.92662756745521,bicicleta,4
98.25548307395204,auto,5
40.38770430552842,bicicleta,10
86.68520546350405,furgoneta,21
26.532379877449042,bicicleta,5
67.19567877251866,camion,1
56.11952640837905,bicicleta,18
84.01967331155986,camion,5
96.83141258391919,bicicleta,18
20.751185806493655,bicicleta,16
53.45416229493055,camion,13
29.57442477078532,camion,10
93.26941988343648,camion,10
59.794426658231984,furgoneta,17
45.972529249690865,camion,22
55.343276009008754,furgoneta,12
68.7725832401035,bicicleta,0
14.743652570760018,camion,16
12.552910350026451,auto,23
61.004086224528024,auto,16
85.22201854162901,bicicleta,11
41.443311000655775,camion,23
99.10201816928166,furgoneta,11
38.54362991141624,camion,7
72.43805852437644,bicicleta,7
82.9661478305717,camion,13
80.15417596103205,auto,20
19.454093692026266,auto,13
52.783477052142814,bicicleta,12
59.24236090371061,furgoneta,7
45.742911528604886,bicicleta,13
90.06707708392514,camion,5
54.43832512954867,auto,14
58.171140819706444,camion,0
39.75672890994869,furgoneta,13
7.59529212669088,bicicleta,18
54.74208175072748,furgoneta,5
33.948762805335946,auto,7
69.67804313293051,bicicleta,14
87.98428242197039,camion,19
74.4046302027655,auto,3
99.77156897646049,camion,0
70.99106566310245,auto,22
15.169670569298493,bicicleta,21
71.6923441401378,camion,9
34.86609312287484,furgoneta,12
11.952541958565515,bicicleta,12
13.62137757086626,bicicleta,14
79.93224121217581,camion,14
41.48656253146383,camion,1
2.2081041594864073,auto,18
56.98532638497441,furgoneta,10
60.30390711295532,bicicleta,10
95.94840466183875,bicicleta,5
23.507747319968715,auto,14
29.505032031096885,auto,11
91.2733884754535,bicicleta,17
61.53396930803014,auto,7
87.34026698547099,bicicleta,11
56.94818517533169,bicicleta,4
92.32743873655227,bicicleta,9
77.35342018345406,auto,8
42.988936458936216,camion,13
93.50233446213247,furgoneta,10
45.633097769009076,furgoneta,4
98.49927869727112,furgoneta,3
13.341605439123418,camion,0
87.1197398441507,auto,18
59.53626813874799,camion,14
6.421402243381102,camion,9
80.48249141120313,camion,8
12.312462705513088,bicicleta,10
92.37306294805,auto,17
48.60286083081828,auto,16
59.11975418952016,auto,11
91.36219682503375,furgoneta,23
58.185563455063175,bicicleta,5
4.354036864412904,camion,16
78.26907504706267,auto,21
22.789624194028608,furgoneta,20
52.00219455827445,camion,19
46.43990981368429,bicicleta,21
86.20256977118267,auto,7
50.71730602279302,camion,12
40.33449343030219,auto,23
89.90737465463066,bicicleta,16
4.618417116961393,furgoneta,15
56.919272192999024,furgoneta,0
77.77723405280605,auto,17
52.91463666343042,bicicleta,16
40.67554302665727,furgoneta,18
16.36878434714054,camion,7
86.3167764803382,auto,2
37.957622311695545,furgoneta,18
64.75595478066256,bicicleta,0
3.5132492103741413,bicicleta,17
86.83238224114082,bicicleta,0
55.62053693067464,auto,23
20.41519686965183,auto,7
11.30674961647281,auto,4
18.675921543379026,camion,14
72.36049653474015,auto,23
72.50442625371025,bicicleta,13
83.19176659213217,bicicleta,19
67.14042852049397,camion,13
30.021625295840312,bicicleta,17
2.2871904275628676,auto,0
21.580739259456706,auto,15
18.962108073889933,bicicleta,17
89.37449939662051,auto,4
34.839917818089724,furgoneta,1
36.94286200731396,auto,11
83.23479614995972,camion,5
77.60961779693268,camion,1
86.24573397749744,auto,19
97.48017925468812,bicicleta,23
12.309554666119286,furgoneta,23
98.55136391193173,auto,16
48.99305834788427,camion,13
74.42700747863789,furgoneta,12
40.852454316101074,camion,21
64.86036260916362,furgoneta,3
14.095344901407708,camion,12
69.43096390335579,camion,10
82.43580371525572,bicicleta,20
81.69038841184326,camion,5
7.650364591655299,camion,5
83.14443856701295,auto,20
2.0885870371895674,camion,5
73.48627326744717,furgoneta,11
63.67670827238731,camion,6
57.75614343976066,camion,20
38.930714296700245,furgoneta,13
5.64963071073045,bicicleta,21
74.06532802621068,auto,20
60.71205883717243,furgoneta,20
83.87082007959991,auto,3
72.18554461324031,auto,7
57.07405938939282,furgoneta,22
66.70344537090216,furgoneta,21
73.52463762381478,camion,3
54.44443511191115,auto,2
84.3114363706943,camion,12
16.312541947440387,camion,1
11.553227060243408,camion,7
73.09068686415674,camion,10
60.230319768547304,camion,6
8.517407626592586,furgoneta,4
1.2315996719520477,auto,5
59.43283602003962,auto,4
10.066625259336782,auto,16
14.545044460977179,furgoneta,22
52.60876607394337,bicicleta,15
87.42163775176442,bicicleta,20
76.14454870834614,camion,21
64.0859263991592,bicicleta,17
49.45307140067091,auto,8
94.46187462897471,auto,9
59.238111940023174,camion,22
56.02485156228079,furgoneta,6
4.360651879994085,camion,6
30.437551729882525,bicicleta,7
97.1347662713714,auto,17
74.76139026390182,bicicleta,6
46.05922481857945,auto,9
64.8101184119564,furgoneta,23
23.770874891482602,bicicleta,12
8.618366961291706,camion,10
34.64762141303855,auto,22
7.470277739095295,auto,23
54.40963794515839,camion,21
32.55649779027492,furgoneta,0
88.71179707538252,furgoneta,11
24.062988000609742,auto,2
87.13978851619206,furgoneta,22
19.361818048095525,furgoneta,2
7.932940868999632,furgoneta,19
6.21569976174563,camion,20
48.49835135879397,bicicleta,23
27.897010135831405,camion,9
10.078234176031584,auto,6
52.729399971817784,camion,16
11.936937200008071,furgoneta,23
29.436660173754092,bicicleta,17
24.127167353941083,camion,15
2.769519538607967,furgoneta,14
43.34954023985037,camion,23
13.319318172388778,auto,4
78.84815642713966,auto,5
98.25072099292808,auto,13
60.479046197777606,furgoneta,12
