distancia_km,vehiculo_tipo,hora_dia
83.3119899069758,bicicleta,6
35.14582765529063,camion,21
27.870996312787025,auto,17
27.31192229488767,auto,9
16.561624727251004,furgoneta,15
10.339753501580104,camion,22
95.24955237321082,bicicleta,2
20.170899553024615,camion,20
33.75456452352347,auto,10
71.44054970872332,auto,5
81.45581217129833,auto,18
83.39632631025343,furgoneta,17
32.64444688964298,camion,10
61.2547351100929,bicicleta,20
72.77284019884257,camion,17
28.819600700182306,furgoneta,20
67.40965765448193,auto,23
13.447302420020957,furgoneta,21
85.18860239071519,bicicleta,12
44.701530141985394,auto,4
26.610860534654464,bicicleta,18
62.92749136204332,camion,15
17.5816668635699,auto,3
80.52578064964672,furgoneta,13
70.25107514236987,auto,5
23.388573534947923,camion,1
94.79388101459134,furgoneta,9
57.07981790979821,auto,13
61.630049598936544,camion,11
32.78741665196107,bicicleta,10
35.09151769924277,bicicleta,20
72.15595672557532,camion,7
92.35861427840896,auto,8
52.03311018767515,camion,1
60.96167270602691,bicicleta,1
30.26116951898946,camion,3
38.60272562429299,furgoneta,20
43.868741698702614,bicicleta,22
62.25172154083128,camion,1
52.15273266176116,bicicleta,22
36.84718555643812,bicicleta,19
2.2793746602919716,furgoneta,23
3.106686522095038,camion,19
62.216133701951065,camion,18
51.0360238554366,camion,15
88.45910580971884,bicicleta,8
38.082718450971576,camion,22
25.18450035604529,camion,6
67.97878482694716,auto,4
42.86999766724326,bicicleta,9
43.652198273578485,camion,4
34.42485201768615,bicicleta,7
55.6724382377398,bicicleta,7
13.866299345757048,camion,7
19.965902070886955,furgoneta,1
56.87161340336536,camion,10
21.885632500418886,furgoneta,0
11.30509779889276,bicicleta,19
66.43415561771094,auto,2
26.336580238036298,bicicleta,17
28.46091277517306,auto,5
74.34132050426719,furgoneta,11
20.313157315260337,bicicleta,10
24.535990944496657,furgoneta,7
63.73112700727517,furgoneta,20
50.57130285675029,bicicleta,14
60.897370549167704,camion,20
74.67077557208202,camion,20
46.54685434554756,bicicleta,21
22.16788806944399,bicicleta,17
44.73898510845352,furgoneta,10
21.83698639624349,auto,10
42.83781763092181,camion,2
27.227304665361565,bicicleta,13
93.12977843350508,camion,20
96.9836453935085,bicicleta,5
84.91203368340088,auto,20
74.84555642958733,auto,22
44.70035048488816,furgoneta,12
50.16846411311927,furgoneta,21
9.910606241902082,camion,8
79.12378276410497,camion,16
29.862058683069293,camion,18
31.674055651138303,auto,21
78.05120578929044,bicicleta,15
14.658202734457957,auto,9
79.51275176857182,auto,10
17.972635590085194,camion,13
19.448975112098854,furgoneta,6
90.72230709533818,furgoneta,8
88.58650223763776,furgoneta,11
50.176886014119724,bicicleta,11
99.33339909985048,auto,1
66.75877296435596,bicicleta,9
1.514555183363377,furgoneta,0
66.82083991613443,bicicleta,10
9.24677528266013,camion,2
92.59464375882153,furgoneta,22
49.1698945506456,furgoneta,11
79.66708341667456,furgoneta,19
75.16906483413155,camion,0
50.76713751203037,auto,5
39.35054383483344,furgoneta,5
30.638769234048546,bicicleta,14
95.71758225868761,camion,8
29.313616520198465,bicicleta,15
34.16871015185429,furgoneta,19
78.63760859576908,camion,14
2.975149361181551,furgoneta,14
21.990721105721928,furgoneta,5
89.88491961598977,camion,3
9.25113715284934,camion,13
43.47009651323034,camion,3
50.04005916058738,camion,11
36.91898173396894,auto,6
78.76813199903425,bicicleta,20
94.97479378432588,bicicleta,14
80.53331841052035,camion,0
66.3660419891055,bicicleta,9
92.16229891471043,furgoneta,11
68.89084504868423,bicicleta,9
55.95477847584609,furgoneta,16
38.125552729804745,auto,10
39.577667140087826,bicicleta,14
47.98339964399911,furgoneta,18
72.7164689116006,auto,11
81.07143672200695,auto,22
67.11500279807778,camion,4
82.34785769084927,furgoneta,18
11.462647900065909,camion,6
77.56165409904793,camion,9
38.183560104066174,auto,4
63.902190078252154,furgoneta,6
67.02068622858701,furgoneta,10
96.03263360156357,auto,3
75.67808149954128,camion,2
14.502923283071684,furgoneta,9
27.611088166050052,auto,14
67.91704072533122,camion,4
1.0792719410609126,furgoneta,2
97.09423463977885,camion,18
7.6983965926638245,furgoneta,1
21.91567167235521,furgoneta,18
15.249475777916274,furgoneta,16
33.421778362848926,furgoneta,7
25.302471664554364,bicicleta,4
81.04218805643605,furgoneta,7
23.278583673760263,auto,4
71.25942251980773,camion,9
62.47134596222271,auto,10
70.59593448733935,furgoneta,11
12.348940494249126,auto,3
96.32569407067226,auto,14
87.21734360890669,bicicleta,16
5.922823167680997,furgoneta,2
35.41546365099153,furgoneta,8
6.554257226408847,auto,14
71.71069588681893,camion,15
55.5983489813954,camion,15
22.659354917272744,auto,13
88.99655155457987,furgoneta,12
99.92845680401462,camion,18
16.679695506990875,auto,23
35.40221654926581,auto,5
78.15803089424841,camion,1
87.26335840026637,bicicleta,4
76.07952413359733,bicicleta,9
36.68231990539048,camion,11
64.65418932603387,bicicleta,9
37.46244106936466,furgoneta,22
50.99734812956845,camion,21
73.9775378245958,camion,9
3.302170829647484,camion,7
37.34127693947791,bicicleta,23
22.77400266377749,furgoneta,16
57.78094165604344,auto,11
22.75691192620489,auto,17
3.120040477020514,furgoneta,12
13.880854508703077,bicicleta,2
98.55539401214156,furgoneta,9
92.7161440719952,camion,7
94.63644354263036,bicicleta,13
83.9061887283294,bicicleta,5
14.997083105246979,camion,12
65.34939067494463,auto,9
86.07788366485272,bicicleta,0
2.297031952368333,auto,8
16.509997425758193,camion,16
34.25755122429609,furgoneta,3
76.15164309933968,camion,17
4.640056541197149,auto,4
87.98590244081238,auto,8
89.78388960064112,furgoneta,1
15.680097916974399,auto,21
50.56931902460049,furgoneta,21
66.28369369036321,bicicleta,4
60.82832217489958,bicicleta,17
7.032701658273542,auto,7
37.63561320711439,bicicleta,0
74.29800109759594,furgoneta,10
19.056631391044412,camion,20
34.08243060085971,furgoneta,3
35.00801035026616,auto,7
91.51211706159941,camion,8
38.270331016922384,furgoneta,11
97.49609051450673,auto,19
10.230596389094819,bicicleta,5
6.046804223788682,camion,7
55.639901478158926,auto,3
46.1815653306998,furgoneta,12
3.89290212145903,bicicleta,20
48.29717891183092,bicicleta,3
40.20512496356615,bicicleta,11
32.1452645672516,bicicleta,12
31.525132498698703,camion,2
1.8497632596413371,bicicleta,14
64.05363978901542,furgoneta,5
66.10945631144557,bicicleta,5
65.25522560742215,camion,8
56.126990053475254,auto,14
50.805615274459775,auto,10
52.303881151921225,camion,0
45.39284266924769,auto,8
8.209796830543244,bicicleta,14
14.963799360694194,furgoneta,16
44.254758977312484,furgoneta,0
11.9893862827882,bicicleta,8
7.264695968631133,furgoneta,20
80.54589276342489,furgoneta,14
32.59709356868902,furgoneta,22
6.630521637325457,bicicleta,4
1.3812022844640701,camion,13
82.40424539304098,furgoneta,22
4.107768106395189,auto,17
48.67906427271622,camion,22
58.51202920300392,auto,23
40.00028745401059,auto,15
90.2438044538367,furgoneta,13
19.964609602026226,furgoneta,7
70.35202199971846,camion,1
66.05995226257842,bicicleta,1
63.338334390132594,auto,11
21.06841056677742,bicicleta,3
78.04174840623973,furgoneta,12
36.53695980417923,auto,0
5.821115837646977,furgoneta,12
34.1026792348502,camion,22
32.21209075180445,camion,23
3.022805767952521,camion,14
36.630212975323914,bicicleta,4
45.38818243806241,bicicleta,17
95.66731970157358,furgoneta,22
11.896489161637676,auto,7
11.149477699926722,bicicleta,4
4.093162093031293,furgoneta,6
61.391398799991165,auto,11
78.91326635382762,auto,13
83.91959518554826,camion,3
93.92638941483324,furgoneta,22
42.427971851624186,furgoneta,7
55.37551759890055,bicicleta,21
35.40332187656984,furgoneta,9
59.42199289447175,bicicleta,5
2.4600130532738502,camion,21
66.65354134327755,furgoneta,16
89.90982841500123,bicicleta,15
26.208593633544563,camion,11
31.51462178105362,furgoneta,16
65.66953379664179,furgoneta,4
3.9720827409942956,furgoneta,16
9.723155926639185,auto,12
8.4064006218205,bicicleta,4
24.212929096327997,camion,19
30.94006701236248,auto,1
8.15048988972939,camion,0
36.80635271688626,furgoneta,22
61.03497390627329,bicicleta,4
14.912613917851878,camion,6
50.170437670057765,furgoneta,22
93.90827269270558,auto,9
27.42805384127818,camion,16
13.727001103657688,camion,9
86.65917483052027,furgoneta,2
35.63985746699221,bicicleta,0
59.65054027009415,bicicleta,10
71.44954107106732,bicicleta,18
28.628041694132754,camion,10
7.791938852863793,auto,20
85.56052792814401,auto,17
98.85593246841461,furgoneta,2
18.04949789273716,bicicleta,18
72.44503755765311,furgoneta,14
31.447455049847278,bicicleta,16
41.919667363276666,camion,12
82.44083069107855,camion,2
99.64793517287116,furgoneta,18
26.025763487031963,bicicleta,4
69.51812439859918,bicicleta,11
61.10209826806837,furgoneta,14
75.88111969315793,auto,19
94.25239450957952,furgoneta,3
39.09543291236113,camion,19
73.18112244086613,auto,6
80.77765122007432,furgoneta,22
82.70576143724836,furgoneta,5
32.92273367717506,bicicleta,13
2.7889405259092164,furgoneta,6
72.69558217040701,camion,6
24.606614023283726,auto,15
79.2552853865132,camion,9
8.236248259656625,camion,7
33.625391900683695,camion,10
42.36625177587671,furgoneta,23
37.39743138909626,auto,7
67.4472886637423,auto,8
57.28957123575555,camion,9
46.80198257511796,camion,10
73.80401398825478,camion,6
16.360603607034818,furgoneta,18
23.482141106453895,auto,11
41.99234395297692,auto,2
94.05464277574619,camion,16
76.84038539620316,furgoneta,7
25.352427848535747,bicicleta,13
56.66616630425115,bicicleta,6
52.48392632897325,bicicleta,9
77.10077544021355,bicicleta,2
15.668473930215084,camion,6
34.1432939461798,auto,16
98.89795592570165,furgoneta,5
37.5516744532147,auto,4
29.155177668583885,camion,17
45.56502315607497,furgoneta,14
32.63915363672552,camion,8
69.01224290268388,camion,14
81.17975821391715,auto,9
34.28084464392283,camion,14
98.08703530033785,bicicleta,9
58.42045970926842,auto,16
98.95036052608806,auto,9
84.2250740701223,camion,9
